,C1,C2,C3,GFP1,GFP2,GFP3,YAF1,YAF2,YAF3
ENSG00000076356.7,12746,10253,6839,7088,1634,5299,7421,8388,3130
ENSG00000287220.1,111,72,54,55,20,47,70,102,16
ENSG00000286198.3,16,6,10,11,2,9,8,4,0
ENSG00000226843.1,0,0,0,0,0,0,0,0,0
ENSG00000261453.2,36,35,22,31,27,36,13,6,2
ENSG00000259815.1,7,9,4,5,0,3,6,0,0
ENSG00000227887.1,12,8,3,9,4,6,16,10,8
ENSG00000232812.2,22,17,19,12,6,15,1,3,0
ENSG00000236950.1,0,0,0,0,0,0,2,1,0
ENSG00000278684.1,0,0,0,0,0,0,0,0,0
ENSG00000287046.1,12,5,2,6,2,3,28,11,14
ENSG00000232537.2,2,0,0,0,0,0,5,4,2
ENSG00000228081.2,0,0,0,0,0,0,0,0,2
ENSG00000224540.1,0,0,0,0,0,0,0,2,2
ENSG00000225712.1,0,0,0,0,0,2,1,1,0
ENSG00000227940.2,0,0,2,0,0,0,2,0,2
ENSG00000231648.2,2,0,1,0,0,2,25,8,8
ENSG00000230937.13,0,2,0,2,4,7,78,82,26
ENSG00000284485.1,0,0,0,0,0,0,2,0,2
ENSG00000224260.6,2,2,3,1,0,1,23,14,4
ENSG00000287902.2,0,0,0,0,0,2,3,3,8
ENSG00000008118.10,12,7,3,8,6,12,119,82,26
ENSG00000196878.15,1318,1094,790,951,1135,663,5705,6001,2554
ENSG00000283876.1,0,1,0,0,0,0,2,3,0
ENSG00000227591.6,0,0,0,0,0,1,10,2,4
ENSG00000123689.6,4,2,0,8,16,2,983,844,490
ENSG00000117594.10,4,0,1,0,0,0,4,15,0
ENSG00000236136.1,0,0,0,4,4,2,0,0,0
ENSG00000009790.15,12,7,10,4,7,4,11,7,8
ENSG00000162757.4,8,6,3,13,13,7,14,21,15
ENSG00000289700.1,0,0,0,0,0,0,0,0,0
ENSG00000117595.13,0,0,0,0,2,2,30,40,18
ENSG00000117597.18,1962,1560,1126,1296,1530,996,2443,2411,1059
ENSG00000143469.21,2,4,0,10,12,4,10,4,4
ENSG00000287343.1,0,0,0,0,0,0,2,0,0
ENSG00000203706.9,148,74,59,78,63,27,255,178,220
ENSG00000082497.12,851,669,438,454,409,360,2028,1781,548
ENSG00000228110.4,4,14,10,6,8,2,17,26,14
ENSG00000233455.2,0,0,2,2,0,2,2,0,0
ENSG00000054392.13,1120,901,670,557,490,398,918,900,460
ENSG00000287354.1,39,30,21,22,19,9,52,50,10
ENSG00000200972.1,14,19,13,11,34,15,32,28,7
ENSG00000287157.1,60,32,32,19,19,28,18,31,29
ENSG00000270936.1,7,6,0,2,3,2,6,9,14
ENSG00000143473.14,84,62,40,71,54,48,132,140,41
ENSG00000279333.1,0,0,0,0,0,0,0,0,0
ENSG00000224668.1,4,2,4,6,2,4,5,13,2
ENSG00000283952.1,0,0,0,0,0,0,0,0,0
ENSG00000284376.1,2,0,0,0,0,0,0,0,0
ENSG00000234233.1,1,5,8,2,2,5,7,11,1
ENSG00000234004.4,6,8,4,6,4,2,18,20,20
ENSG00000226986.4,2,5,0,3,6,0,0,2,5
ENSG00000117625.14,3265,2186,1839,1974,1705,1668,1732,1763,734
ENSG00000082512.15,1082,769,592,567,573,513,1068,874,528
ENSG00000287033.2,19,8,11,7,7,9,16,7,8
ENSG00000153363.15,402,365,191,261,217,194,329,315,169
ENSG00000236809.2,42,35,28,22,19,17,53,34,17
ENSG00000238137.2,0,3,2,0,4,1,4,3,6
ENSG00000198570.7,0,0,0,2,0,0,2,6,0
ENSG00000223649.1,0,0,0,0,0,0,0,0,0
ENSG00000170385.10,2682,1957,1383,2304,2776,2018,3038,2591,1831
ENSG00000261314.1,4,0,0,0,0,0,3,0,0
ENSG00000288738.1,1,0,0,0,0,0,0,6,2
ENSG00000228792.3,0,0,0,0,2,0,0,4,2
ENSG00000227764.2,2,0,0,0,0,1,3,4,1
ENSG00000117650.13,1165,933,537,1141,1592,894,1622,1383,970
ENSG00000224763.1,6,2,2,2,0,6,8,9,1
ENSG00000231057.5,5,2,2,6,7,1,5,6,2
ENSG00000226868.1,0,0,0,2,0,0,0,0,0
ENSG00000123684.13,10139,7049,5705,5668,4730,4288,6427,5958,2724
ENSG00000241395.3,13,9,19,7,11,6,11,13,15
ENSG00000212205.1,52,39,22,25,23,25,40,38,2
ENSG00000229258.6,1,0,4,1,0,4,3,2,3
ENSG00000233626.2,1,13,7,6,12,5,6,18,6
ENSG00000143493.13,2865,2035,1585,1844,2337,1498,2541,2212,1206
ENSG00000212187.1,10,6,5,4,3,2,8,5,0
ENSG00000143476.18,2949,2188,1588,1788,2648,1451,2898,2542,1174
ENSG00000220749.4,107,71,62,108,77,33,181,144,103
ENSG00000264358.1,5,3,10,2,6,8,6,6,2
ENSG00000252879.1,7,14,4,8,3,4,8,16,12
ENSG00000229983.1,2,2,3,2,3,0,9,6,8
ENSG00000226251.8,29,20,6,11,22,13,21,14,8
ENSG00000066027.12,2056,1519,1142,1347,1279,1037,1999,1762,1108
ENSG00000230063.1,18,19,22,15,9,17,36,36,28
ENSG00000234915.1,17,9,13,13,20,16,32,19,22
ENSG00000225338.1,100,77,62,55,67,33,123,122,26
ENSG00000201544.1,23,17,16,10,18,4,15,35,9
ENSG00000229832.1,32,22,19,12,28,14,21,30,21
ENSG00000065600.13,1265,819,722,734,889,536,936,835,400
ENSG00000287445.1,8,8,10,12,14,4,7,18,2
ENSG00000117691.10,1793,1726,1232,1275,1347,971,1960,1613,1426
ENSG00000224535.2,0,0,0,0,2,1,1,1,0
ENSG00000286213.1,0,0,0,1,0,0,6,0,0
ENSG00000228067.1,0,2,0,0,0,1,1,0,2
ENSG00000260805.3,25,34,22,25,22,4,22,24,40
ENSG00000288007.1,3,0,2,2,5,0,4,8,2
ENSG00000162772.17,873,652,549,1228,1476,920,966,982,274
ENSG00000235862.2,1,0,1,0,0,0,0,0,0
ENSG00000162771.8,1,1,0,0,0,0,0,0,0
ENSG00000226036.1,7,10,2,0,1,4,3,2,0
ENSG00000237980.2,18,19,10,23,14,23,14,18,10
ENSG00000123685.9,133,101,57,113,142,69,314,197,145
ENSG00000117697.15,2447,1820,1410,1567,1613,1268,1550,1346,788
ENSG00000203705.11,491,407,225,326,315,234,416,395,183
ENSG00000236905.2,10,3,3,3,1,0,4,9,0
ENSG00000185523.6,3,2,7,9,2,2,4,1,0
ENSG00000198468.11,286,233,170,169,219,122,211,199,88
ENSG00000235182.1,0,0,0,0,0,0,0,0,0
ENSG00000236317.1,10,3,3,3,7,2,8,1,4
ENSG00000162769.13,1642,1167,869,1143,1173,798,1247,1262,563
ENSG00000282718.1,0,0,0,0,0,0,0,0,2
ENSG00000143494.16,135,68,69,81,97,76,226,265,107
ENSG00000174606.14,2899,1992,1489,1563,1384,1337,1944,1733,739
ENSG00000136643.12,3024,2045,1795,1901,1972,1572,2758,2613,1297
ENSG00000228646.3,2,2,0,0,2,2,1,0,0
ENSG00000225233.2,0,3,0,0,5,4,0,4,0
ENSG00000228255.1,0,0,0,0,2,1,0,0,0
ENSG00000230461.10,111,69,45,67,44,56,90,76,25
ENSG00000281664.1,19,2,4,4,4,7,5,4,10
ENSG00000117707.16,2160,1515,1092,1427,1555,1098,645,600,178
ENSG00000274895.1,89,79,50,50,44,37,78,80,24
ENSG00000272167.2,55,35,28,29,51,42,12,24,2
ENSG00000283518.1,0,5,2,1,6,4,1,2,0
ENSG00000143499.14,3174,2391,1629,1944,1808,1496,2314,2069,1383
ENSG00000228470.1,55,31,31,37,16,26,60,62,31
ENSG00000152104.12,10054,7298,5229,5945,6706,4748,15098,14481,6996
ENSG00000213036.3,44,50,27,39,47,36,121,88,51
ENSG00000215819.3,105,98,93,49,94,54,220,207,147
ENSG00000117724.15,20762,15388,10008,16046,15003,10809,24060,22779,9145
ENSG00000250536.1,104,88,58,79,92,63,147,174,93
ENSG00000224584.2,35,40,15,28,51,20,60,51,25
ENSG00000185221.6,0,0,0,0,2,0,0,0,0
ENSG00000223869.1,0,0,0,0,0,0,0,0,0
ENSG00000287008.1,0,0,0,0,0,0,0,0,1
ENSG00000082482.14,52,48,21,42,26,40,98,87,33
ENSG00000232809.1,0,0,0,0,0,0,4,0,0
ENSG00000282265.1,0,0,0,0,0,0,0,0,0
ENSG00000136636.13,5429,3740,2878,3000,2517,2414,4019,3487,1767
ENSG00000042781.14,101,85,63,41,70,63,114,80,34
ENSG00000202498.1,2,0,0,0,0,0,3,0,0
ENSG00000229242.1,0,0,0,0,0,0,0,0,0
ENSG00000233620.5,0,0,0,0,0,0,0,0,0
ENSG00000236292.1,0,0,0,0,0,0,0,0,0
ENSG00000226013.1,0,0,0,0,0,2,0,0,0
ENSG00000196482.18,423,363,243,259,158,192,192,210,63
ENSG00000092978.11,2018,1509,1135,1386,1205,1135,1717,1791,658
ENSG00000162814.11,81,63,30,37,37,45,76,35,21
ENSG00000234070.1,0,2,2,3,0,0,1,2,0
ENSG00000228247.1,0,1,3,0,2,2,4,10,0
ENSG00000231814.3,0,0,0,0,1,0,0,0,0
ENSG00000230714.1,0,0,0,0,0,0,0,0,0
ENSG00000232100.1,0,0,0,0,0,0,0,0,0
ENSG00000286775.1,0,0,0,0,0,0,0,0,0
ENSG00000201493.1,0,0,0,0,0,0,0,0,0
ENSG00000067533.6,1806,1378,867,1214,1149,834,1529,1462,660
ENSG00000229016.1,17,3,2,12,1,3,14,11,3
ENSG00000223375.1,11,5,4,3,0,5,9,15,6
ENSG00000232480.3,16,15,6,13,9,22,26,40,26
ENSG00000092969.12,3809,2498,1647,2239,3539,1989,4462,3897,1336
ENSG00000281453.1,0,0,0,0,0,0,0,0,0
ENSG00000228208.7,2,3,0,2,4,2,4,6,0
ENSG00000212610.2,0,0,0,0,0,0,0,0,0
ENSG00000226693.1,0,0,0,0,0,0,1,1,0
ENSG00000225561.2,0,0,0,0,0,0,0,0,2
ENSG00000228063.4,20,14,8,14,17,12,22,16,20
ENSG00000143353.12,924,599,419,568,482,473,714,673,309
ENSG00000225920.2,257,153,160,142,122,117,271,232,30
ENSG00000223842.1,114,87,83,57,49,66,124,104,63
ENSG00000277007.1,158,102,92,83,61,70,120,110,107
ENSG00000287676.1,67,59,38,40,40,33,31,57,10
ENSG00000228536.3,92,50,51,38,23,36,56,65,23
ENSG00000238232.1,0,0,0,0,0,0,0,0,0
ENSG00000215817.9,146,130,84,102,62,38,167,135,84
ENSG00000196660.12,2,2,1,2,0,2,6,3,4
ENSG00000252086.1,0,0,2,0,0,0,0,0,0
ENSG00000221673.2,0,0,1,0,0,0,0,0,0
ENSG00000136628.18,12709,9088,6417,7858,7033,6004,11734,11067,5222
ENSG00000162813.18,1571,1163,865,1004,939,685,901,874,961
ENSG00000067704.10,9204,6825,4965,5274,5012,4126,8091,7529,4518
ENSG00000207590.1,9,10,9,14,14,11,17,13,9
ENSG00000207624.1,5,5,6,6,5,5,13,5,2
ENSG00000232134.1,20,13,14,12,6,6,14,16,2
ENSG00000118873.17,5231,3718,2947,3784,3456,2987,4213,4057,2215
ENSG00000281696.1,0,0,0,0,0,0,0,1,0
ENSG00000222370.1,0,0,0,0,0,0,0,0,0
ENSG00000270585.1,113,74,78,65,60,44,105,105,56
ENSG00000270708.1,31,8,12,16,15,19,16,18,4
ENSG00000218283.2,503,337,239,297,182,167,399,321,114
ENSG00000213033.4,220,115,139,110,128,84,169,203,53
ENSG00000230318.2,0,0,0,0,0,0,0,0,0
ENSG00000232883.1,0,0,0,0,0,0,0,2,0
ENSG00000226927.1,0,0,0,0,0,0,0,0,0
ENSG00000260505.1,0,0,0,0,0,0,2,0,0
ENSG00000235163.2,0,0,0,0,0,0,0,0,0
ENSG00000234863.1,0,0,0,0,0,0,0,0,0
ENSG00000226226.1,0,0,0,0,0,0,0,0,0
ENSG00000231529.2,0,0,0,0,0,0,0,0,0
ENSG00000116141.17,1354,949,751,715,750,598,519,543,268
ENSG00000243872.3,3,0,4,1,4,3,1,3,0
ENSG00000233012.2,119,95,42,75,51,57,50,53,26
ENSG00000162817.7,16,10,4,6,16,4,75,66,38
ENSG00000117791.16,528,336,287,302,322,263,571,633,425
ENSG00000186205.14,19,24,24,6,19,6,34,30,17
ENSG00000286231.1,0,0,0,0,0,0,0,0,0
ENSG00000221571.3,4,0,0,0,0,0,0,0,0
ENSG00000276642.1,0,0,0,0,0,0,0,0,0
ENSG00000272823.1,3,6,2,5,1,2,2,4,0
ENSG00000238078.1,15,7,7,17,17,16,23,9,4
ENSG00000257551.1,5,2,0,1,3,7,3,2,0
ENSG00000289142.1,17,17,9,12,13,9,25,30,3
ENSG00000136630.13,62,55,25,84,108,43,188,185,79
ENSG00000226211.1,2,0,0,0,0,0,0,0,0
ENSG00000234754.2,26,13,18,8,11,18,18,19,13
ENSG00000232436.1,0,4,0,0,0,0,2,0,0
ENSG00000286398.1,0,0,0,0,0,0,0,0,0
ENSG00000227585.2,0,0,0,0,0,0,0,0,0
ENSG00000286421.1,0,0,0,0,5,0,2,0,0
ENSG00000143507.18,1978,1537,1001,1278,1738,971,883,871,315
ENSG00000227925.2,0,0,0,0,3,0,1,0,1
ENSG00000200033.1,0,0,0,0,0,0,0,0,0
ENSG00000238042.5,0,1,2,0,0,0,6,6,3
ENSG00000228437.5,0,0,0,0,0,2,2,1,2
ENSG00000232679.2,11,3,2,0,3,2,4,14,6
ENSG00000236230.2,7,4,0,5,11,6,3,21,4
ENSG00000227613.1,0,0,2,2,0,2,2,0,0
ENSG00000226643.2,6,7,0,0,2,0,3,11,1
ENSG00000234419.1,10,3,2,12,8,0,2,14,6
ENSG00000276997.4,33,6,26,33,24,13,129,184,58
ENSG00000222399.1,0,0,0,0,0,0,1,1,0
ENSG00000267305.2,6,6,2,9,1,3,53,70,28
ENSG00000143512.13,71,72,38,67,47,58,919,983,474
ENSG00000143498.18,393,337,226,375,490,307,560,468,325
ENSG00000225265.2,38,26,21,30,46,27,41,55,16
ENSG00000154305.18,6411,4346,3399,3577,2601,2490,5546,5573,2234
ENSG00000229399.1,27,11,20,27,14,16,26,30,8
ENSG00000272750.1,171,146,97,105,58,82,131,122,45
ENSG00000186063.13,4559,3103,2096,2797,2934,2175,4107,3282,1585
ENSG00000162819.12,5183,3621,2819,3502,3734,3073,6928,5960,2757
ENSG00000197520.11,4,6,2,2,4,5,12,22,0
ENSG00000289880.1,4,0,0,2,0,0,4,3,2
ENSG00000287684.1,0,6,0,2,2,2,6,4,4
ENSG00000154309.9,1970,1513,1107,1117,972,893,819,729,213
ENSG00000234523.1,11,19,14,10,9,10,18,4,1
ENSG00000287338.1,0,0,0,0,0,2,7,6,2
ENSG00000187554.14,59,59,48,31,83,35,151,124,57
ENSG00000236846.1,1,0,0,0,0,0,0,2,0
ENSG00000226601.1,0,0,0,0,2,0,0,0,0
ENSG00000143502.16,236,213,120,167,256,128,780,799,334
ENSG00000251789.2,0,0,0,0,0,0,0,0,0
ENSG00000178395.7,0,0,0,4,0,2,2,4,0
ENSG00000203697.12,2,0,0,8,4,0,192,185,56
ENSG00000227002.2,1,0,0,0,0,0,0,2,0
ENSG00000212398.1,0,0,0,2,2,0,0,0,0
ENSG00000162909.18,26540,21452,15552,14607,10379,11223,16887,17272,10098
ENSG00000143514.18,3615,2731,1955,2543,2574,1911,3434,3219,1274
ENSG00000288999.2,34,31,20,25,22,8,33,18,24
ENSG00000227621.1,0,0,0,2,0,0,4,0,2
ENSG00000188460.4,46,90,64,58,68,24,84,49,48
ENSG00000233771.2,17,10,21,25,26,15,20,33,27
ENSG00000291068.1,791,588,453,508,377,374,772,841,332
ENSG00000212157.1,0,4,0,2,6,0,7,2,0
ENSG00000272645.6,0,0,0,0,0,0,0,0,0
ENSG00000290989.1,361,307,211,189,160,186,412,468,208
ENSG00000278467.1,225,160,145,152,104,99,222,268,217
ENSG00000185495.11,7,5,3,1,2,2,11,2,0
ENSG00000229930.1,20,15,13,11,5,3,15,20,5
ENSG00000252484.1,0,0,0,0,0,0,0,0,0
ENSG00000143756.12,3409,2413,2000,2446,2592,1834,3315,2595,1202
ENSG00000236773.1,18,20,26,10,22,6,30,31,12
ENSG00000143753.13,5579,4057,3159,2995,3654,2656,4351,3600,1333
ENSG00000201898.1,0,0,1,0,0,0,0,0,0
ENSG00000232628.7,11,4,5,6,16,3,14,8,11
ENSG00000237101.1,22,9,14,12,7,11,24,19,8
ENSG00000143748.18,1587,1173,897,1302,1505,1117,2029,1775,791
ENSG00000221406.1,19,8,16,14,13,10,22,32,2
ENSG00000229742.1,25,17,13,20,29,20,30,30,21
ENSG00000206887.1,8,3,5,10,4,3,9,2,2
ENSG00000143771.12,2984,1976,1444,1647,1638,1283,2056,1849,933
ENSG00000162923.18,16097,11251,8830,9798,7143,7495,10944,9815,4124
ENSG00000266618.1,9,11,9,11,5,6,3,5,5
ENSG00000143786.8,227,207,159,110,60,84,272,261,104
ENSG00000229991.1,9,18,8,15,18,10,41,47,31
ENSG00000233384.3,26,9,4,11,26,10,32,41,20
ENSG00000234247.1,25,22,13,14,6,8,38,21,18
ENSG00000286174.1,193,134,135,78,24,64,95,107,24
ENSG00000229400.1,177,157,67,51,25,47,57,77,24
ENSG00000225334.3,10,10,10,3,2,8,13,14,9
ENSG00000286719.1,0,2,0,0,0,2,5,0,3
ENSG00000185842.16,23,26,15,20,14,11,59,38,19
ENSG00000143815.15,4021,2918,2133,2324,2563,1740,3768,3440,1781
ENSG00000234476.5,26,16,10,11,13,8,34,24,18
ENSG00000282418.1,4,1,8,1,5,1,5,3,11
ENSG00000289962.1,2,0,0,2,2,2,4,6,0
ENSG00000154380.19,54807,40213,29482,31104,26621,23716,29278,27068,12752
ENSG00000289602.1,110,103,73,69,43,48,104,64,84
ENSG00000227496.3,223,210,91,168,187,106,127,117,38
ENSG00000226349.1,31,42,33,28,19,9,28,15,42
ENSG00000223306.2,0,0,0,2,2,0,5,6,0
ENSG00000143742.14,10576,7836,5694,6191,5948,5204,9302,7467,6589
ENSG00000234112.2,15,14,5,10,5,9,16,16,8
ENSG00000143819.13,8340,6861,4486,4661,3609,3304,13566,13608,6031
ENSG00000242861.1,119,49,43,46,42,46,103,130,14
ENSG00000196187.12,3580,2691,2048,2103,1947,1678,3765,4165,1822
ENSG00000243709.1,8,8,0,3,27,2,2,10,0
ENSG00000255835.1,0,0,0,0,0,0,0,0,0
ENSG00000143811.20,988,805,563,676,564,508,1041,1169,459
ENSG00000284519.1,0,1,0,1,0,0,0,0,0
ENSG00000248322.1,0,0,0,0,0,1,0,0,0
ENSG00000143768.13,98,73,93,44,37,22,14,13,10
ENSG00000213032.3,0,0,0,0,0,0,0,0,0
ENSG00000143751.10,2234,1605,1319,1792,1880,1320,2027,1855,859
ENSG00000289341.2,6,20,0,2,15,6,20,2,0
ENSG00000272562.2,20,32,23,17,13,9,24,19,9
ENSG00000163041.13,10569,8478,6102,6134,5084,4527,8845,8271,4835
ENSG00000225518.3,9,6,11,18,6,9,43,54,24
ENSG00000270598.1,0,0,0,2,1,0,0,1,4
ENSG00000182827.9,4867,3378,2619,3103,2953,2427,3739,3566,1623
ENSG00000234478.1,53,49,21,35,52,32,39,44,15
ENSG00000223570.2,2,0,2,0,2,0,2,4,0
ENSG00000185155.12,13,13,15,0,12,2,20,18,7
ENSG00000183814.16,788,594,420,690,969,594,1010,865,442
ENSG00000236994.1,6,0,0,0,0,0,2,0,0
ENSG00000275406.1,4,1,0,3,0,0,0,1,0
ENSG00000289348.1,2,3,0,1,5,0,7,14,3
ENSG00000143799.14,12025,9655,6595,6575,6546,4645,12657,12260,4914
ENSG00000270287.1,0,0,0,0,0,0,0,0,0
ENSG00000229965.1,0,0,0,0,0,0,0,2,0
ENSG00000223282.1,0,0,0,0,0,0,0,0,0
ENSG00000177770.11,2,2,2,2,10,0,2,2,2
ENSG00000287627.1,0,0,0,0,0,0,0,0,0
ENSG00000203685.11,2,2,6,4,2,0,3,12,8
ENSG00000143772.11,4688,3661,2750,2808,2509,2046,2951,2948,1333
ENSG00000228382.3,62,43,29,28,34,35,62,75,10
ENSG00000228548.1,46,35,32,39,16,16,33,34,14
ENSG00000238183.2,0,0,0,0,0,0,0,0,0
ENSG00000287259.1,0,0,0,0,0,2,4,4,2
ENSG00000143801.18,321,250,148,206,116,139,239,294,140
ENSG00000288674.1,444,316,297,248,244,201,436,459,184
ENSG00000163050.18,7,9,5,5,0,1,8,17,3
ENSG00000228525.1,8,11,2,8,3,1,17,7,3
ENSG00000143776.20,13687,9551,7144,8254,6134,6356,8257,7929,3468
ENSG00000233706.1,0,0,0,0,0,0,0,0,0
ENSG00000287532.1,103,45,40,62,54,40,113,63,31
ENSG00000228625.1,60,54,28,33,45,33,73,67,20
ENSG00000228729.1,57,49,31,41,37,32,53,53,34
ENSG00000236636.2,30,30,31,24,34,12,28,38,22
ENSG00000287525.1,75,68,82,58,47,56,57,74,62
ENSG00000234277.3,0,0,0,0,0,0,2,0,0
ENSG00000232864.1,0,2,0,0,0,0,0,0,0
ENSG00000242757.1,0,0,0,0,0,0,0,0,0
ENSG00000224834.1,0,0,4,0,0,0,0,0,0
ENSG00000237193.1,0,0,0,0,0,0,0,0,0
ENSG00000278180.1,0,0,0,0,0,0,0,0,0
ENSG00000237469.2,0,0,0,0,0,0,0,0,0
ENSG00000235827.2,0,0,0,0,0,0,0,0,0
ENSG00000227711.3,0,0,0,0,3,0,4,0,0
ENSG00000287205.1,8,5,0,2,4,2,15,9,0
ENSG00000202264.1,0,0,0,0,0,0,0,0,0
ENSG00000181450.18,1270,956,680,900,736,764,752,749,287
ENSG00000225934.2,57,44,33,41,27,43,43,61,38
ENSG00000215812.5,2,3,2,0,2,1,4,1,3
ENSG00000143740.15,2502,1976,1342,1524,1794,1196,2465,2685,1029
ENSG00000081692.13,451,442,260,331,382,303,416,444,323
ENSG00000230005.2,70,42,35,32,52,31,69,74,32
ENSG00000286389.2,20,6,8,18,10,12,34,40,21
ENSG00000185888.6,1,0,2,0,0,0,2,0,4
ENSG00000143816.8,48,39,45,41,31,25,347,429,168
ENSG00000264483.1,2,0,0,1,0,0,7,9,14
ENSG00000233003.4,2,7,5,6,0,0,10,13,2
ENSG00000274886.1,0,0,0,0,0,0,0,2,0
ENSG00000154342.6,6,2,2,4,0,8,46,28,4
ENSG00000276255.2,116,122,108,79,69,60,170,195,116
ENSG00000143761.17,18973,15478,10395,11427,12624,8681,19468,19786,7454
ENSG00000284163.1,0,0,0,0,1,0,0,0,0
ENSG00000143793.13,424,502,347,486,415,356,491,605,467
ENSG00000162910.19,694,622,414,466,564,395,829,815,476
ENSG00000224566.2,33,14,13,20,15,14,44,26,11
ENSG00000287895.1,36,21,9,17,34,22,42,42,31
ENSG00000280157.1,24,15,14,14,6,10,12,14,7
ENSG00000227625.2,0,0,0,0,0,0,0,0,0
ENSG00000143774.18,5090,4419,2994,3176,3304,2416,5186,4794,3340
ENSG00000198835.4,148,186,114,81,95,89,174,197,184
ENSG00000203684.5,42,45,24,25,37,23,54,71,13
ENSG00000181873.13,1123,950,598,749,697,569,1258,1407,831
ENSG00000162913.10,21,12,15,8,8,8,44,34,15
ENSG00000154358.23,101,59,43,61,53,78,797,959,439
ENSG00000269934.3,5,7,10,10,4,9,44,37,10
ENSG00000270110.2,3,2,4,2,0,1,10,18,3
ENSG00000286773.1,0,0,0,0,0,0,0,0,0
ENSG00000287315.1,0,0,0,2,4,0,93,125,23
ENSG00000270104.1,3,2,4,3,0,2,2,2,2
ENSG00000154370.16,1844,1645,1038,1377,1772,999,1730,1922,1277
ENSG00000270094.1,0,0,0,0,0,0,0,0,0
ENSG00000284311.1,0,0,0,0,0,0,0,0,0
ENSG00000231563.3,148,116,100,121,71,73,156,147,67
ENSG00000162931.12,462,419,314,271,292,230,410,497,184
ENSG00000168148.4,35,42,30,33,23,33,52,61,44
ENSG00000181218.6,1075,1233,726,1061,1826,881,2200,2248,2048
ENSG00000230841.2,0,2,0,0,2,0,3,7,1
ENSG00000196890.5,499,501,284,406,620,350,1203,1698,446
ENSG00000266174.1,0,0,0,0,0,0,0,0,0
ENSG00000181201.4,30,42,24,18,40,38,127,160,47
ENSG00000279306.1,36,24,9,27,33,7,37,33,17
ENSG00000168159.15,5365,4897,3184,3311,3512,2305,5586,4940,3816
ENSG00000215811.6,0,2,2,4,0,0,4,4,2
ENSG00000202056.1,0,0,0,0,0,0,0,0,0
ENSG00000251823.2,0,0,0,0,0,0,0,0,0
ENSG00000199352.1,0,0,0,0,0,0,0,0,0
ENSG00000201588.1,0,0,0,0,0,0,0,0,0
ENSG00000199337.1,0,0,0,0,0,0,0,0,0
ENSG00000200381.1,0,0,0,0,0,0,0,0,0
ENSG00000199396.1,0,0,0,0,0,0,0,0,0
ENSG00000200624.1,0,0,0,0,0,0,0,0,0
ENSG00000202521.1,0,0,0,0,0,0,0,0,0
ENSG00000200343.1,0,0,0,0,0,0,0,0,0
ENSG00000201321.1,0,0,0,0,0,0,0,0,0
ENSG00000199910.1,0,0,0,0,0,0,0,0,0
ENSG00000199334.1,0,0,0,0,0,0,0,0,0
ENSG00000199270.1,0,0,0,0,0,0,0,0,0
ENSG00000202526.1,0,0,0,0,0,0,0,0,0
ENSG00000201355.1,0,0,0,0,0,0,0,0,0
ENSG00000201925.1,0,0,0,0,0,0,0,0,0
ENSG00000202257.1,0,0,0,0,0,0,0,0,0
ENSG00000200370.1,0,0,0,0,0,0,0,0,0
ENSG00000212237.1,25,22,13,10,8,15,22,26,9
ENSG00000183929.7,52,47,24,22,24,25,81,88,28
ENSG00000206878.1,2,6,4,1,2,6,12,7,7
ENSG00000234975.6,466,424,278,271,233,145,394,309,143
ENSG00000116574.6,220,161,153,185,117,166,571,498,276
ENSG00000271475.1,0,0,0,0,0,0,0,0,0
ENSG00000271399.1,0,0,0,0,0,0,0,0,0
ENSG00000282111.1,0,0,2,0,0,0,0,2,0
ENSG00000229840.2,4,0,0,0,2,0,0,0,0
ENSG00000236975.2,0,0,0,0,1,0,0,0,0
ENSG00000233920.2,0,0,2,1,0,0,4,1,1
ENSG00000177800.2,8,4,2,2,0,0,14,18,10
ENSG00000177788.7,498,411,294,337,261,199,913,801,450
ENSG00000168118.12,2896,2248,1736,1528,1129,1374,2650,2377,1262
ENSG00000237481.1,68,50,22,31,13,24,34,48,18
ENSG00000154429.11,2384,1677,1263,1267,1568,1023,1898,1603,904
ENSG00000252506.1,0,0,0,0,0,0,0,0,0
ENSG00000288862.1,0,0,0,0,0,0,0,0,2
ENSG00000252051.1,0,0,0,0,0,0,1,0,0
ENSG00000230331.1,0,0,0,0,0,0,0,0,0
ENSG00000143632.15,12,7,3,0,3,2,8,8,0
ENSG00000290037.1,0,0,0,0,0,0,0,0,0
ENSG00000069248.12,3592,2786,1975,2391,2275,1694,2898,2897,1969
ENSG00000226920.1,0,0,0,0,0,0,0,0,0
ENSG00000223635.2,8,4,10,4,6,0,5,1,2
ENSG00000135776.5,1877,1415,1169,1035,1004,907,1276,1137,930
ENSG00000199672.1,25,18,9,7,5,7,15,9,11
ENSG00000201492.1,22,26,11,21,13,6,11,24,12
ENSG00000229367.1,0,0,0,0,0,0,0,0,0
ENSG00000135801.11,2289,1831,1225,1527,1700,1149,2071,1960,768
ENSG00000135763.10,2283,1977,1323,1579,2034,1210,3431,3339,2064
ENSG00000213028.3,12,4,0,2,2,12,18,10,4
ENSG00000225984.1,0,0,0,0,0,5,0,0,4
ENSG00000227043.3,0,0,0,0,0,0,1,0,0
ENSG00000228058.4,0,0,0,0,0,0,0,0,0
ENSG00000143641.10,12646,10553,7394,7061,6153,5185,10721,10660,6182
ENSG00000227006.2,155,122,121,102,94,73,145,154,67
ENSG00000224407.1,0,0,0,0,0,0,0,0,0
